,tid_x,tid_y,name_x,name_y,lon_x,lat_x,lon_y,lat_y,flow
0,38,36,东晓,东湖,114.12587639283838,22.58132550385498,114.17902456927635,22.589395446808386,466
1,38,37,东晓,东门,114.12587639283838,22.58132550385498,114.12262782978328,22.549317829036898,1211
2,38,9,东晓,公明,114.12587639283838,22.58132550385498,113.9052873438263,22.80283612715279,4
3,38,21,东晓,华富,114.12587639283838,22.58132550385498,114.07785737005086,22.555543337006494,773
4,38,20,东晓,华强北,114.12587639283838,22.58132550385498,114.09258933094823,22.544997902826566,1282
5,38,43,东晓,南头,114.12587639283838,22.58132550385498,113.91739346211094,22.544487496835426,89
6,38,54,东晓,南山,114.12587639283838,22.58132550385498,113.89486858034839,22.509476788999212,54
7,38,42,东晓,南湖,114.12587639283838,22.58132550385498,114.12086441787805,22.536583697409085,236
8,38,73,东晓,南湾,114.12587639283838,22.58132550385498,114.14502088795814,22.629008182603947,484
9,38,70,东晓,吉华,114.12587639283838,22.58132550385498,114.10444458989603,22.63144939490977,500
10,38,71,东晓,园山,114.12587639283838,22.58132550385498,114.23426180384493,22.641927173958457,24
11,38,5,东晓,园岭,114.12587639283838,22.58132550385498,114.09681579108162,22.55629094223452,598
12,38,61,东晓,坂田,114.12587639283838,22.58132550385498,114.07301107617593,22.634375460875734,237
13,38,63,东晓,坑梓,114.12587639283838,22.58132550385498,114.39570246635603,22.748405265458775,2
14,38,60,东晓,坪山,114.12587639283838,22.58132550385498,114.33739372862036,22.69497459864863,3
15,38,30,东晓,大浪,114.12587639283838,22.58132550385498,113.99392521568873,22.67282839917279,23
16,38,24,东晓,大鹏,114.12587639283838,22.58132550385498,114.50946003519314,22.59874558042376,3
17,38,65,东晓,宝龙,114.12587639283838,22.58132550385498,114.29887774160603,22.70906643194416,19
18,38,59,东晓,布吉,114.12587639283838,22.58132550385498,114.12387535687562,22.60412411183552,1573
19,38,58,东晓,平湖,114.12587639283838,22.58132550385498,114.13291184507791,22.68111355311609,44
20,38,50,东晓,招商,114.12587639283838,22.58132550385498,113.90853555641006,22.482079659089944,14
21,38,12,东晓,新安,114.12587639283838,22.58132550385498,113.8995605815057,22.568877568320357,19
22,38,3,东晓,新桥,114.12587639283838,22.58132550385498,113.84839979489855,22.719368567068177,5
23,38,15,东晓,松岗,114.12587639283838,22.58132550385498,113.8422661763433,22.763328224310076,3
24,38,39,东晓,桂园,114.12587639283838,22.58132550385498,114.10980807070402,22.545122412200335,1107
25,38,46,东晓,桃源,114.12587639283838,22.58132550385498,113.98976037856173,22.584939542281937,54
26,38,17,东晓,梅林,114.12587639283838,22.58132550385498,114.03804236942658,22.570429297113847,224
27,38,47,东晓,梅沙,114.12587639283838,22.58132550385498,114.31806905209841,22.60885085063278,6
28,38,72,东晓,横岗,114.12587639283838,22.58132550385498,114.19328392058381,22.639342628722513,155
29,38,34,东晓,民治,114.12587639283838,22.58132550385498,114.03431862720834,22.612492667089608,317
30,38,13,东晓,沙井,114.12587639283838,22.58132550385498,113.79568286425787,22.734237381017135,94
31,38,26,东晓,沙头,114.12587639283838,22.58132550385498,114.02828573213364,22.526149723477822,300
32,38,55,东晓,沙头角,114.12587639283838,22.58132550385498,114.21963020677194,22.560890497254185,21
33,38,44,东晓,沙河,114.12587639283838,22.58132550385498,113.97687227364398,22.536451170707405,84
34,38,51,东晓,海山,114.12587639283838,22.58132550385498,114.23991868114855,22.562739768886622,34
35,38,52,东晓,清水河,114.12587639283838,22.58132550385498,114.09216134816232,22.58211311740354,1252
36,38,0,东晓,燕罗,114.12587639283838,22.58132550385498,113.86641168965436,22.816247400767928,3
37,38,56,东晓,盐田,114.12587639283838,22.58132550385498,114.26662504390806,22.60065145018273,14
38,38,66,东晓,石井,114.12587639283838,22.58132550385498,114.40673297874416,22.67977094206584,3
39,38,14,东晓,石岩,114.12587639283838,22.58132550385498,113.93061408221783,22.673459229306214,4
40,38,23,东晓,福保,114.12587639283838,22.58132550385498,114.05401122963475,22.511379877840366,8
41,38,31,东晓,福城,114.12587639283838,22.58132550385498,114.02097216498889,22.71808352079591,5
42,38,8,东晓,福永,114.12587639283838,22.58132550385498,113.82806638207227,22.66423634730781,106
43,38,7,东晓,福海,114.12587639283838,22.58132550385498,113.79313799084765,22.68732218222771,7
44,38,22,东晓,福田,114.12587639283838,22.58132550385498,114.07036650944202,22.527655808195576,577
45,38,53,东晓,笋岗,114.12587639283838,22.58132550385498,114.11490389111474,22.563648831859133,3405
46,38,49,东晓,粤海,114.12587639283838,22.58132550385498,113.94314412949595,22.527846358510075,550
47,38,35,东晓,翠竹,114.12587639283838,22.58132550385498,114.13150655075403,22.56415921085823,2242
48,38,2,东晓,航城,114.12587639283838,22.58132550385498,113.86787801171816,22.6360052918421,3
49,38,41,东晓,莲塘,114.12587639283838,22.58132550385498,114.1823826172231,22.56617979924736,157
50,38,19,东晓,莲花,114.12587639283838,22.58132550385498,114.05299396446661,22.551007030447074,893
51,38,48,东晓,西丽,114.12587639283838,22.58132550385498,113.95240951550048,22.60633776437639,106
52,38,16,东晓,西乡,114.12587639283838,22.58132550385498,113.86091483375353,22.582594942527017,15
53,38,33,东晓,观澜,114.12587639283838,22.58132550385498,114.06385093378341,22.73529898684693,2
54,38,25,东晓,香蜜湖,114.12587639283838,22.58132550385498,114.01772487986909,22.544570112791714,307
55,38,40,东晓,黄贝,114.12587639283838,22.58132550385498,114.14589390503252,22.553253321452594,333
56,38,69,东晓,龙华,114.12587639283838,22.58132550385498,114.0373756094136,22.659325959031104,39
57,38,57,东晓,龙城,114.12587639283838,22.58132550385498,114.22799065175786,22.70677578370592,79
58,38,62,东晓,龙岗,114.12587639283838,22.58132550385498,114.24002509727396,22.75847953742459,10
59,36,38,东湖,东晓,114.17902456927635,22.589395446808386,114.12587639283838,22.58132550385498,502
60,36,37,东湖,东门,114.17902456927635,22.589395446808386,114.12262782978328,22.549317829036898,711
61,36,21,东湖,华富,114.17902456927635,22.589395446808386,114.07785737005086,22.555543337006494,175
62,36,20,东湖,华强北,114.17902456927635,22.589395446808386,114.09258933094823,22.544997902826566,450
63,36,27,东湖,南园,114.17902456927635,22.589395446808386,114.09414955544857,22.534842409754273,3
64,36,43,东湖,南头,114.17902456927635,22.589395446808386,113.91739346211094,22.544487496835426,569
65,36,54,东湖,南山,114.17902456927635,22.589395446808386,113.89486858034839,22.509476788999212,1338
66,36,42,东湖,南湖,114.17902456927635,22.589395446808386,114.12086441787805,22.536583697409085,191
67,36,73,东湖,南湾,114.17902456927635,22.589395446808386,114.14502088795814,22.629008182603947,770
68,36,70,东湖,吉华,114.17902456927635,22.589395446808386,114.10444458989603,22.63144939490977,170
69,36,71,东湖,园山,114.17902456927635,22.589395446808386,114.23426180384493,22.641927173958457,82
70,36,5,东湖,园岭,114.17902456927635,22.589395446808386,114.09681579108162,22.55629094223452,151
71,36,61,东湖,坂田,114.17902456927635,22.589395446808386,114.07301107617593,22.634375460875734,563
72,36,28,东湖,坪地,114.17902456927635,22.589395446808386,114.31009282463417,22.776632577313983,2
73,36,60,东湖,坪山,114.17902456927635,22.589395446808386,114.33739372862036,22.69497459864863,70
74,36,30,东湖,大浪,114.17902456927635,22.589395446808386,113.99392521568873,22.67282839917279,8
75,36,24,东湖,大鹏,114.17902456927635,22.589395446808386,114.50946003519314,22.59874558042376,2
76,36,65,东湖,宝龙,114.17902456927635,22.589395446808386,114.29887774160603,22.70906643194416,178
77,36,59,东湖,布吉,114.17902456927635,22.589395446808386,114.12387535687562,22.60412411183552,65
78,36,58,东湖,平湖,114.17902456927635,22.589395446808386,114.13291184507791,22.68111355311609,19
79,36,50,东湖,招商,114.17902456927635,22.589395446808386,113.90853555641006,22.482079659089944,28
80,36,12,东湖,新安,114.17902456927635,22.589395446808386,113.8995605815057,22.568877568320357,153
81,36,3,东湖,新桥,114.17902456927635,22.589395446808386,113.84839979489855,22.719368567068177,9
82,36,4,东湖,新湖,114.17902456927635,22.589395446808386,113.95436295370189,22.791188074927685,16
83,36,15,东湖,松岗,114.17902456927635,22.589395446808386,113.8422661763433,22.763328224310076,401
84,36,39,东湖,桂园,114.17902456927635,22.589395446808386,114.10980807070402,22.545122412200335,657
85,36,46,东湖,桃源,114.17902456927635,22.589395446808386,113.98976037856173,22.584939542281937,20
86,36,17,东湖,梅林,114.17902456927635,22.589395446808386,114.03804236942658,22.570429297113847,39
87,36,47,东湖,梅沙,114.17902456927635,22.589395446808386,114.31806905209841,22.60885085063278,2
88,36,72,东湖,横岗,114.17902456927635,22.589395446808386,114.19328392058381,22.639342628722513,224
89,36,34,东湖,民治,114.17902456927635,22.589395446808386,114.03431862720834,22.612492667089608,141
90,36,13,东湖,沙井,114.17902456927635,22.589395446808386,113.79568286425787,22.734237381017135,50
91,36,26,东湖,沙头,114.17902456927635,22.589395446808386,114.02828573213364,22.526149723477822,132
92,36,55,东湖,沙头角,114.17902456927635,22.589395446808386,114.21963020677194,22.560890497254185,91
93,36,44,东湖,沙河,114.17902456927635,22.589395446808386,113.97687227364398,22.536451170707405,68
94,36,51,东湖,海山,114.17902456927635,22.589395446808386,114.23991868114855,22.562739768886622,107
95,36,52,东湖,清水河,114.17902456927635,22.589395446808386,114.09216134816232,22.58211311740354,178
96,36,0,东湖,燕罗,114.17902456927635,22.589395446808386,113.86641168965436,22.816247400767928,3
97,36,56,东湖,盐田,114.17902456927635,22.589395446808386,114.26662504390806,22.60065145018273,94
98,36,66,东湖,石井,114.17902456927635,22.589395446808386,114.40673297874416,22.67977094206584,6
99,36,14,东湖,石岩,114.17902456927635,22.589395446808386,113.93061408221783,22.673459229306214,17
100,36,68,东湖,碧岭,114.17902456927635,22.589395446808386,114.30108463996498,22.658767386954235,3
101,36,23,东湖,福保,114.17902456927635,22.589395446808386,114.05401122963475,22.511379877840366,18
102,36,8,东湖,福永,114.17902456927635,22.589395446808386,113.82806638207227,22.66423634730781,81
103,36,7,东湖,福海,114.17902456927635,22.589395446808386,113.79313799084765,22.68732218222771,2
104,36,22,东湖,福田,114.17902456927635,22.589395446808386,114.07036650944202,22.527655808195576,372
105,36,53,东湖,笋岗,114.17902456927635,22.589395446808386,114.11490389111474,22.563648831859133,665
106,36,49,东湖,粤海,114.17902456927635,22.589395446808386,113.94314412949595,22.527846358510075,980
107,36,35,东湖,翠竹,114.17902456927635,22.589395446808386,114.13150655075403,22.56415921085823,452
108,36,2,东湖,航城,114.17902456927635,22.589395446808386,113.86787801171816,22.6360052918421,4
109,36,41,东湖,莲塘,114.17902456927635,22.589395446808386,114.1823826172231,22.56617979924736,1074
110,36,19,东湖,莲花,114.17902456927635,22.589395446808386,114.05299396446661,22.551007030447074,321
111,36,48,东湖,西丽,114.17902456927635,22.589395446808386,113.95240951550048,22.60633776437639,84
112,36,16,东湖,西乡,114.17902456927635,22.589395446808386,113.86091483375353,22.582594942527017,60
113,36,32,东湖,观湖,114.17902456927635,22.589395446808386,114.07299673678841,22.693383063883516,2
114,36,33,东湖,观澜,114.17902456927635,22.589395446808386,114.06385093378341,22.73529898684693,58
115,36,25,东湖,香蜜湖,114.17902456927635,22.589395446808386,114.01772487986909,22.544570112791714,67
116,36,11,东湖,马田,114.17902456927635,22.589395446808386,113.88591608059502,22.76677665669453,4
117,36,40,东湖,黄贝,114.17902456927635,22.589395446808386,114.14589390503252,22.553253321452594,582
118,36,69,东湖,龙华,114.17902456927635,22.589395446808386,114.0373756094136,22.659325959031104,6
119,36,57,东湖,龙城,114.17902456927635,22.589395446808386,114.22799065175786,22.70677578370592,123
120,36,62,东湖,龙岗,114.17902456927635,22.589395446808386,114.24002509727396,22.75847953742459,74
